,회사명,종목코드,업종
2114,대우조선해양,042660,선박 및 보트 건조업
2115,대창단조,015230,자동차 신품 부품 제조업
2116,대현,016090,봉제의복 제조업
2117,도화엔지니어링,002150,"건축기술, 엔지니어링 및 관련 기술 서비스업"
2118,동성화학,005190,기초 화학물질 제조업
2119,동아지질,028100,기반조성 및 시설물 축조관련 전문공사업
2120,동일고무벨트,163560,고무제품 제조업
2121,동일산업,004890,1차 철강 제조업
2122,동일제강,002690,1차 철강 제조업
2123,두올,016740,자동차 신품 부품 제조업
2124,드림텍,192650,전자부품 제조업
2125,롯데지주,004990,기타 금융업
2126,모나리자,012690,기타 종이 및 판지 제품 제조업
2127,무림페이퍼,009200,"펄프, 종이 및 판지 제조업"
2128,미래산업,025560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2129,미래에셋대우,006800,금융 지원 서비스업
2130,보해양조,000890,알코올음료 제조업
2131,빅히트,352820,오디오물 출판 및 원판 녹음업
2132,삼화콘덴서공업,001820,전자부품 제조업
2133,상신브레이크,041650,자동차 신품 부품 제조업
2134,서울도시가스,017390,연료용 가스 제조 및 배관공급업
2135,서울식품공업,004410,기타 식품 제조업
2136,성안,011300,직물직조 및 직물제품 제조업
2137,세원셀론텍,091090,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2138,신대양제지,016590,"골판지, 종이 상자 및 종이용기 제조업"
2139,신도리코,029530,컴퓨터 및 주변장치 제조업
2140,신흥,004080,기계장비 및 관련 물품 도매업
2141,쎌마테라퓨틱스,015540,기타 사업지원 서비스업
2142,씨에스윈드,112610,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2143,에스원,012750,"경비, 경호 및 탐정업"
2144,에스케이바이오팜,326030,자연과학 및 공학 연구개발업
2145,에쓰씨엔지니어링,023960,토목 건설업
2146,에이프로젠제약,003060,의약품 제조업
2147,영풍제지,006740,"골판지, 종이 상자 및 종이용기 제조업"
2148,예스코홀딩스,015360,기타 금융업
2149,우리들제약,004720,의약품 제조업
2150,우리종금,010050,기타 금융업
2151,우진아이엔에스,010400,건물설비 설치 공사업
2152,웅진씽크빅,095720,초등 교육기관
2153,유수홀딩스,000700,회사 본부 및 경영 컨설팅 서비스업
2154,유엔젤,072130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
2155,율촌화학,008730,플라스틱제품 제조업
2156,이지스레지던스리츠,350520,부동산 임대 및 공급업
2157,이화산업,000760,기타 전문 도매업
2158,인팩,023810,자동차 신품 부품 제조업
2159,일신방직,003200,방적 및 가공사 제조업
2160,일진디스플,020760,반도체 제조업
2161,일진머티리얼즈,020150,전자부품 제조업
2162,제주은행,006220,은행 및 저축기관
2163,제주항공,089590,항공 여객 운송업
2164,종근당,185750,의약품 제조업
2165,진양홀딩스,100250,플라스틱제품 제조업
2166,천일고속,000650,육상 여객 운송업
2167,체시스,033250,자동차 신품 부품 제조업
2168,카프로,006380,기초 화학물질 제조업
2169,케이티앤지,033780,담배 제조업
2170,태광산업,003240,화학섬유 제조업
2171,태영건설,009410,토목 건설업
2172,풍산,103140,1차 비철금속 제조업
2173,하나금융지주,086790,기타 금융업
2174,한국가스공사,036460,연료용 가스 제조 및 배관공급업
2175,한국전력공사,015760,전기업
2176,한국콜마,161890,기타 화학제품 제조업
2177,한성기업,003680,수산물 가공 및 저장 처리업
2178,한세예스24홀딩스,016450,봉제의복 제조업
2179,한일시멘트,300720,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2180,한일홀딩스,003300,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2181,한전KPS,051600,전기 및 통신 공사업
2182,한진칼,180640,항공 여객 운송업
2183,한창,005110,기계장비 및 관련 물품 도매업
2184,현대건설,000720,토목 건설업
2185,현대그린푸드,005440,종합 소매업
2186,현대로템,064350,철도장비 제조업
2187,현대미포조선,010620,선박 및 보트 건조업
2188,현대종합상사,011760,상품 종합 도매업
2189,화신,010690,자동차 신품 부품 제조업
2190,휴켐스,069260,기타 화학제품 제조업
2191,흥국화재,000540,보험업
2192,AP시스템,265520,특수 목적용 기계 제조업
2193,AP위성,211270,통신 및 방송 장비 제조업
2194,GRT,900290,기타 금융업
2195,KTH,036030,상품 중개업
2196,MP그룹,065150,음·식료품 및 담배 도매업
2197,OQP,078590,자동차 신품 부품 제조업
2198,PI첨단소재,178920,플라스틱제품 제조업
2199,S&K폴리텍,091340,전자부품 제조업
2200,SFA반도체,036540,반도체 제조업
2201,SGC이테크건설,016250,건물 건설업
2202,THE E&M,089230,기타 정보 서비스업
2203,THE MIDONG,161570,영상 및 음향기기 제조업
2204,TJ미디어,032540,영상 및 음향기기 제조업
2205,YTN,040300,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2206,골프존뉴딘홀딩스,121440,상품 중개업
2207,교보10호기업인수목적,355150,기타 금융업
2208,글로벌에스엠,900070,기타 금융업
2209,금화피에스시,036190,전기 및 통신 공사업
2210,까스텔바작,308100,"섬유, 의복, 신발 및 가죽제품 소매업"
2211,나무가,190510,전자부품 제조업
2212,네온테크,306620,특수 목적용 기계 제조업
2213,녹십자랩셀,144510,"그외 기타 전문, 과학 및 기술 서비스업"
2214,녹십자웰빙,234690,의약품 제조업
2215,농우바이오,054050,작물 재배업
2216,뉴트리,270870,기타 식품 제조업
2217,다나와,119860,소프트웨어 개발 및 공급업
2218,다믈멀티미디어,093640,반도체 제조업
2219,다우데이타,032190,기계장비 및 관련 물품 도매업
2220,대동스틸,048470,1차 철강 제조업
2221,대신밸런스제8호스팩,336570,금융 지원 서비스업
2222,대한광통신,010170,절연선 및 케이블 제조업
2223,더네이쳐홀딩스,298540,"섬유, 의복, 신발 및 가죽제품 소매업"
2224,데이타솔루션,263800,기계장비 및 관련 물품 도매업
2225,덱스터,206560,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2226,도이치모터스,067990,자동차 판매업
2227,동국산업,005160,1차 철강 제조업
2228,동원개발,013120,건물 건설업
2229,동일금속,109860,금속 주조업
2230,동화기업,025900,나무제품 제조업
2231,드래곤플라이,030350,소프트웨어 개발 및 공급업
2232,드림시큐리티,203650,소프트웨어 개발 및 공급업
2233,디딤,217620,음식점업
2234,디와이피엔에프,104460,일반 목적용 기계 제조업
2235,디지캡,197140,소프트웨어 개발 및 공급업
2236,디지탈옵틱,106520,사진장비 및 광학기기 제조업
2237,레드로버,060300,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2238,로보티즈,108490,특수 목적용 기계 제조업
2239,로체시스템즈,071280,특수 목적용 기계 제조업
2240,루멘스,038060,반도체 제조업
2241,루트로닉,085370,의료용 기기 제조업
2242,리노공업,058470,전자부품 제조업
2243,마이더스AI,222810,소프트웨어 개발 및 공급업
2244,마이크로디지탈,305090,의료용 기기 제조업
2245,마크로젠,038290,"그외 기타 전문, 과학 및 기술 서비스업"
2246,매커스,093520,기계장비 및 관련 물품 도매업
2247,메디아나,041920,의료용 기기 제조업
2248,멜파스,096640,전자부품 제조업
2249,모바일리더,100030,소프트웨어 개발 및 공급업
2250,미래생명자원,218150,동물용 사료 및 조제식품 제조업
2251,바른전자,064520,반도체 제조업
2252,배럴,267790,봉제의복 제조업
2253,백금T&A,046310,통신 및 방송 장비 제조업
2254,버킷스튜디오,066410,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2255,보성파워텍,006910,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2256,브이원텍,251630,특수 목적용 기계 제조업
2257,브이티지엠피,018290,컴퓨터 및 주변장치 제조업
2258,비비씨,318410,그외 기타 제품 제조업
2259,비씨월드제약,200780,의약품 제조업
2260,비아트론,141000,특수 목적용 기계 제조업
2261,비츠로시스,054220,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2262,빛샘전자,072950,전자부품 제조업
2263,삼기,122350,자동차 신품 부품 제조업
2264,삼영이엔씨,065570,통신 및 방송 장비 제조업
2265,상상인이안제2호스팩,329560,금융 지원 서비스업
2266,상상인인더스트리,101000,특수 목적용 기계 제조업
2267,서남,294630,기타 전기장비 제조업
2268,서울리거,043710,기타 전문 도매업
2269,서울제약,018680,의약품 제조업
2270,서전기전,189860,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2271,서희건설,035890,건물 건설업
2272,세중,039310,여행사 및 기타 여행보조 서비스업
2273,셀트리온헬스케어,091990,기타 전문 도매업
2274,솔브레인홀딩스,036830,기타 화학제품 제조업
2275,솔트룩스,304100,소프트웨어 개발 및 공급업
2276,쇼박스,086980,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2277,슈프리마아이디,317770,전자부품 제조업
2278,신신제약,002800,의약품 제조업
2279,신영스팩6호,344050,금융 지원 서비스업
2280,신일제약,012790,의약품 제조업
2281,싸이맥스,160980,특수 목적용 기계 제조업
2282,썸에이지,208640,소프트웨어 개발 및 공급업
2283,쏠리드,050890,통신 및 방송 장비 제조업
2284,씨아이에스,222080,특수 목적용 기계 제조업
2285,씨에스베어링,297090,일반 목적용 기계 제조업
2286,아난티,025980,일반 및 생활 숙박시설 운영업
2287,아바코,083930,특수 목적용 기계 제조업
2288,아세아텍,050860,특수 목적용 기계 제조업
2289,아스트,067390,"항공기,우주선 및 부품 제조업"
2290,아이스크림에듀,289010,"서적, 잡지 및 기타 인쇄물 출판업"
2291,아이엠이연이,090740,전자부품 제조업
2292,아이텍,119830,"그외 기타 전문, 과학 및 기술 서비스업"
2293,아이티엠반도체,084850,전자부품 제조업
2294,알로이스,297570,통신 및 방송 장비 제조업
2295,양지사,030960,인쇄 및 인쇄관련 산업
2296,얼라인드,238120,사진장비 및 광학기기 제조업
2297,에스씨디,042110,가정용 기기 제조업
2298,에스에프에이,056190,특수 목적용 기계 제조업
2299,에스텍,069510,영상 및 음향기기 제조업
2300,에스폴리텍,050760,플라스틱제품 제조업
2301,에스피시스템스,317830,특수 목적용 기계 제조업
2302,에이디테크놀로지,200710,반도체 제조업
2303,에이에프더블류,312610,일차전지 및 축전지 제조업
2304,에이치디,102210,선박 및 보트 건조업
2305,에이치시티,072990,기타 과학기술 서비스업
2306,에이치엘비생명과학,067630,"건축기술, 엔지니어링 및 관련 기술 서비스업"
2307,에이치엘비파워,043220,특수 목적용 기계 제조업
2308,에이치엠씨제5호스팩,353060,금융 지원 서비스업
2309,에이트원,230980,소프트웨어 개발 및 공급업
2310,에치에프알,230240,통신 및 방송 장비 제조업
2311,엔에이치스팩16호,353190,금융 지원 서비스업
2312,엔젠바이오,354200,"그외 기타 전문, 과학 및 기술 서비스업"
2313,엔투텍,227950,특수 목적용 기계 제조업
2314,엔피케이,048830,합성고무 및 플라스틱 물질 제조업
2315,엘앤에프,066970,일차전지 및 축전지 제조업
2316,엘티씨,170920,기초 화학물질 제조업
2317,엠투엔,033310,기타 금속 가공제품 제조업
2318,영우디에스피,143540,특수 목적용 기계 제조업
2319,영풍정밀,036560,일반 목적용 기계 제조업
2320,예선테크,250930,플라스틱제품 제조업
2321,오로라,039830,전문디자인업
2322,오리엔트정공,065500,자동차 신품 부품 제조업
2323,오상자이엘,053980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2324,오스코텍,039200,의약품 제조업
2325,오파스넷,173130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2326,올릭스,226950,자연과학 및 공학 연구개발업
2327,옴니시스템,057540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2328,와토스코리아,079000,플라스틱제품 제조업
2329,우리산업,215360,자동차 신품 부품 제조업
2330,우리이앤엘,153490,반도체 제조업
2331,우원개발,046940,기반조성 및 시설물 축조관련 전문공사업
2332,위즈코프,038620,연료 소매업
2333,윈팩,097800,반도체 제조업
2334,유비케어,032620,소프트웨어 개발 및 공급업
2335,유안타제3호스팩,287410,금융 지원 서비스업
2336,유앤아이,056090,의료용 기기 제조업
2337,유진스팩4호,321260,금융 지원 서비스업
2338,이노메트리,302430,특수 목적용 기계 제조업
2339,이노테라피,246960,의료용품 및 기타 의약 관련제품 제조업
2340,이디티,215090,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2341,이루다,164060,의료용 기기 제조업
2342,이베스트이안스팩1호,323210,금융 지원 서비스업
2343,이씨에스,067010,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2344,이엔드디,101360,기타 화학제품 제조업
2345,이오테크닉스,039030,특수 목적용 기계 제조업
2346,인바이오,352940,"비료, 농약 및 살균, 살충제 제조업"
2347,인터로조,119610,의료용 기기 제조업
2348,인화정공,101930,선박 및 보트 건조업
2349,자연과환경,043910,환경 정화 및 복원업
2350,정산애강,022220,플라스틱제품 제조업
2351,제이브이엠,054950,일반 목적용 기계 제조업
2352,제이엔케이히터,126880,일반 목적용 기계 제조업
2353,제테마,216080,의료용품 및 기타 의약 관련제품 제조업
2354,지노믹트리,228760,의료용품 및 기타 의약 관련제품 제조업
2355,지어소프트,051160,소프트웨어 개발 및 공급업
2356,지에스이,053050,연료용 가스 제조 및 배관공급업
2357,지엔원에너지,270520,"건축기술, 엔지니어링 및 관련 기술 서비스업"
2358,지와이커머스,111820,기타 정보 서비스업
2359,진양제약,007370,의약품 제조업
2360,차바이오텍,085660,기초 의약물질 및 생물학적 제제 제조업
2361,천랩,311690,자연과학 및 공학 연구개발업
2362,케이맥,043290,특수 목적용 기계 제조업
2363,케이엘넷,039420,전기 통신업
2364,케이프이에스제4호,347140,기타 금융업
2365,코나아이,052400,소프트웨어 개발 및 공급업
2366,코너스톤네트웍스,033110,종합 소매업
2367,코렌텍,104540,의료용 기기 제조업
2368,코리아나,027050,기타 화학제품 제조업
2369,코스맥스엔비티,222040,기타 식품 제조업
2370,코오롱티슈진,950160,기초 의약물질 및 생물학적 제제 제조업
2371,코윈테크,282880,특수 목적용 기계 제조업
2372,코이즈,121850,플라스틱제품 제조업
2373,코콤,015710,통신 및 방송 장비 제조업
2374,퀀타매트릭스,317690,의료용 기기 제조업
2375,큐에스아이,066310,반도체 제조업
2376,크루셜텍,114120,전자부품 제조업
2377,크리스에프앤씨,110790,봉제의복 제조업
2378,클라우드에어,036170,반도체 제조업
2379,테스,095610,특수 목적용 기계 제조업
2380,텔레칩스,054450,반도체 제조업
2381,텔레필드,091440,통신 및 방송 장비 제조업
2382,톱텍,108230,특수 목적용 기계 제조업
2383,티비씨,033830,텔레비전 방송업
2384,티플랙스,081150,기타 금속 가공제품 제조업
2385,파나진,046210,의료용품 및 기타 의약 관련제품 제조업
2386,파워로직스,047310,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2387,파이오링크,170790,통신 및 방송 장비 제조업
2388,포시에스,189690,소프트웨어 개발 및 공급업
2389,푸른기술,094940,컴퓨터 및 주변장치 제조업
2390,퓨전,195440,소프트웨어 개발 및 공급업
2391,프럼파스트,035200,플라스틱제품 제조업
2392,플리토,300080,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
2393,피엔케이피부임상연구센타,347740,"그외 기타 전문, 과학 및 기술 서비스업"
2394,피제이전자,006140,의료용 기기 제조업
2395,하림,136480,"도축, 육류 가공 및 저장 처리업"
2396,하이록코리아,013030,1차 철강 제조업
2397,하이비젼시스템,126700,사진장비 및 광학기기 제조업
2398,하츠,066130,가정용 기기 제조업
2399,한국9호스팩,368770,금융 지원 서비스업
2400,한국정보공학,039740,기타 전문 도매업
2401,한네트,052600,전기 통신업
2402,한라IMS,092460,선박 및 보트 건조업
2403,한양이엔지,045100,"건축기술, 엔지니어링 및 관련 기술 서비스업"
2404,한프,066110,컴퓨터 및 주변장치 제조업
2405,해성옵틱스,076610,사진장비 및 광학기기 제조업
2406,행남사,008800,기타 식품 제조업
2407,홈센타홀딩스,060560,기타 전문 도매업
2408,힘스,238490,특수 목적용 기계 제조업
2409,SGA클라우드서비스,224880,소프트웨어 개발 및 공급업
2410,관악산업,076340,기반조성 및 시설물 축조관련 전문공사업
2411,나라소프트,288490,소프트웨어 개발 및 공급업
2412,메디젠휴먼케어,236340,자연과학 및 공학 연구개발업
2413,아이피몬스터,223220,소프트웨어 개발 및 공급업
2414,엄지하우스,224810,실내건축 및 건축마무리 공사업
2415,에이펙스인텍,207490,전구 및 조명장치 제조업
2416,엔에스엠,238170,합성고무 및 플라스틱 물질 제조업
2417,원텍,216280,의료용 기기 제조업
2418,원포유,122830,전기 통신업
2419,이노진,344860,기타 화학제품 제조업
2420,지앤이헬스케어,299480,기타 섬유제품 제조업
2421,코셋,189350,통신 및 방송 장비 제조업
2422,툴젠,199800,자연과학 및 공학 연구개발업
2423,플럼라인생명과학,222670,자연과학 및 공학 연구개발업
2424,한국미라클피플사,331660,기타 화학제품 제조업
2425,휴벡셀,212310,의료용 기기 제조업
